,Unnamed: 0,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,month,week
1389,284307,A-284310,MapQuest,201.0,2,2016-09-13 20:16:03,2016-09-13 20:46:03,29.41346,-98.424393,,,0.0,Accident on Martin Luther King Dr at Beulah St.,3399.0,Martin Luther King Dr,L,San Antonio,Bexar,TX,78220-2321,US,US/Central,KSSF,2016-09-13 19:53:00,87.1,,57.0,29.9,10.0,East,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,9,37
964,1864505,A-1864528,MapQuest,201.0,2,2018-02-23 20:46:34,2018-02-23 21:46:17,35.499519,-97.547676,,,0.0,Accident on Pennsylvania Ave near 29th St.,2998.0,N Pennsylvania Ave,R,Oklahoma City,Oklahoma,OK,73107-2551,US,US/Central,KPWA,2018-02-23 20:53:00,39.0,34.0,100.0,30.08,2.5,NNE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2,8
465,453511,A-453517,MapQuest,201.0,2,2017-05-09 16:12:31,2017-05-09 16:42:16,47.548145,-122.310043,,,0.019999999553,Accident on Swift Ave at 18th Ave.,6148.0,Swift Ave S,L,Seattle,King,WA,98108,US,US/Pacific,KBFI,2017-05-09 15:53:00,69.1,,42.0,29.99,10.0,Variable,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,5,19
767,1735475,A-1735498,MapQuest,201.0,3,2018-04-23 23:49:51,2018-04-24 00:34:40,39.858826,-75.12516,,,0.0,Accident on I-295 Northbound at Exits 25A 25B NJ-47 Delsea Dr.,,Delsea Dr,R,Westville,Gloucester,NJ,08093,US,US/Eastern,KPHL,2018-04-23 23:54:00,50.0,,43.0,30.42,10.0,SE,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4,17
199,1185355,A-1185369,MapQuest,201.0,3,2019-01-22 09:52:18,2019-01-22 10:37:01,44.889278,-93.295044,,,0.0,Accident on I-35W Southbound at Exits 10 11 11A MN-62.,,I-35W S,R,Minneapolis,Hennepin,MN,55423,US,US/Central,KMSP,2019-01-22 09:53:00,16.0,8.8,92.0,30.09,2.5,SE,4.6,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,4
1290,1750675,A-1750698,MapQuest,201.0,2,2018-02-28 18:16:46,2018-02-28 18:46:30,39.770298,-75.494331,,,0.0,Accident on Brandywine Blvd at Duncan Rd.,533.0,Duncan Rd,L,Wilmington,New Castle,DE,19809-2333,US,US/Eastern,KILG,2018-02-28 17:51:00,57.0,,47.0,29.93,10.0,Variable,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2,9
1054,2885845,A-2885869,Bing,,3,2017-07-30 20:48:21,2017-07-31 02:48:21,40.7492,-73.26638,40.74827,-73.26018,0.331,At CR-13/5th Ave/Exit 42 - Accident.,,Southern State Pkwy E,R,Bay Shore,Suffolk,NY,11706,US,US/Eastern,KISP,2017-07-30 20:56:00,70.0,,63.0,30.04,10.0,SSW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,7,30
1994,2849678,A-2849702,Bing,,3,2017-12-25 19:25:19,2017-12-26 01:25:19,37.417619,-121.91358,37.43642,-121.91915,1.334,At CA-237/W Calaveras Blvd - Accident.,,I-880 N,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,2017-12-25 19:53:00,54.0,,55.0,30.17,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12,52
1299,1818190,A-1818213,MapQuest,201.0,3,2018-02-01 16:37:19,2018-02-01 17:06:55,32.554291,-93.781601,,,0.0,Accident on I-220 Westbound at Exits 7A 7B US-71 Market St.,2377.0,N Market St,R,Shreveport,Caddo,LA,71107-4047,US,US/Central,KDTN,2018-02-01 16:53:00,64.0,,56.0,30.08,10.0,North,10.4,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,5
1281,2343243,A-2343267,Bing,,2,2016-07-29 13:42:49,2016-07-29 19:42:49,27.839312,-82.70003,27.83915,-82.70003,0.011,At 71st Ave N - Accident.,,49th St N,R,Pinellas Park,Pinellas,FL,33781,US,US/Eastern,KPIE,2016-07-29 13:53:00,88.0,,63.0,30.06,10.0,NE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,7,30
1622,302167,A-302170,MapQuest,201.0,2,2016-06-30 21:37:11,2016-06-30 22:22:22,29.818836,-95.399521,,,0.0,Accident on Yale St at 36th St.,3502.0,Yale St,R,Houston,Harris,TX,77018-6560,US,US/Central,KMCJ,2016-06-30 21:35:00,84.2,,70.0,29.91,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day,6,26
1399,1753530,A-1753553,MapQuest,201.0,2,2018-03-01 15:15:13,2018-03-01 16:14:55,35.203472,-80.927162,,,0.0,Accident on NC-160 West Blvd at Airport Dr.,,Airport Dr,R,Charlotte,Mecklenburg,NC,28208,US,US/Eastern,KCLT,2018-03-01 13:52:00,61.0,,100.0,29.7,7.0,WSW,4.6,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,9
1412,1224194,A-1224209,MapQuest,201.0,2,2018-12-11 19:29:23,2018-12-11 20:14:08,34.831409,-82.299149,,,0.0,Accident on SC-146 Woodruff Rd at I-385.,,I-85 N,R,Greenville,Greenville,SC,29607,US,US/Eastern,KGMU,2018-12-11 19:53:00,45.0,42.6,53.0,30.19,10.0,WSW,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12,50
1179,2265019,A-2265043,Bing,,4,2016-11-01 09:02:29,2016-11-01 15:02:29,43.357568,-90.556519,43.343496,-90.517658,2.181,Closed between Soldiers Grove Village of and WI-56/WI-80/N Main St/W 6th St - Road closed due to accident.,15559.0, US Highway 14,L,Richland Center,Richland,WI,53581,US,US/Central,KLNR,2016-11-01 08:56:00,54.0,,97.0,29.85,0.2,Calm,,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,44
1557,395131,A-395135,MapQuest,222.0,2,2017-02-13 20:13:41,2017-02-13 20:58:14,47.466118,-121.930779,,,0.01,Queueing traffic and left lane blocked due to accident on WA-18 Westbound before Tiger Mountain State Frst.,,Tiger Mountain State Frst,R,Issaquah,King,WA,98027,US,US/Pacific,KRNT,2017-02-13 19:53:00,46.0,43.9,73.0,30.15,7.0,SE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2,7
43,307415,A-307418,MapQuest,241.0,2,2016-12-08 20:48:46,2016-12-08 21:33:26,46.763161,-122.192039,,,0.01,Lane blocked and very slow traffic due to accident on WA-706 Westbound near WA-7.,54300.0,State Route 7,L,Elbe,Pierce,WA,98330,US,US/Pacific,KPLU,2016-12-08 20:55:00,28.4,,100.0,29.91,4.0,Calm,,,Light Snow,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night,12,49
274,161418,A-161420,MapQuest,201.0,2,2016-12-19 22:51:26,2016-12-19 23:21:02,41.216351,-96.215508,,,0.0,Accident on 192nd St at I St.,4339.0,S 192nd St,L,Omaha,Douglas,NE,68135-2101,US,US/Central,KMLE,2016-12-19 22:55:00,27.5,17.4,64.0,30.2,10.0,South,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12,51
1333,2222531,A-2222555,MapQuest,201.0,2,2017-08-20 08:37:15,2017-08-20 09:06:54,35.580093,-97.460503,,,0.0,Accident on Hefner Rd at Bryant Ave.,10900.0,N Bryant Ave,R,Oklahoma City,Oklahoma,OK,73131,US,US/Central,KPWA,2017-08-20 08:53:00,82.0,,71.0,29.94,10.0,South,12.7,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,8,33
101,1347594,A-1347610,MapQuest,201.0,2,2018-10-12 11:28:35,2018-10-12 11:58:17,28.669493,-81.450127,,,0.0,2 left lane blocked due to accident on FL-436 Semoran Blvd Westbound at Hunt Club Blvd.,,S Hunt Club Blvd,R,Apopka,Seminole,FL,32703,US,US/Eastern,KORL,2018-10-12 11:53:00,84.0,,63.0,29.89,10.0,NW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,10,41
1361,534336,A-534344,MapQuest,241.0,3,2019-12-07 19:11:30,2019-12-07 20:25:51,35.76495,-78.739799,,,0.0,Lane blocked due to accident on I-440 Cliff Benson Beltline Westbound at US-1 Exits 1A 1B .,,US-64 W,R,Raleigh,Wake,NC,27606,US,US/Eastern,KRDU,2019-12-07 18:51:00,42.0,42.0,55.0,29.91,10.0,NE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,12,49
727,2870603,A-2870627,Bing,,2,2017-10-20 14:52:09,2017-10-20 20:52:09,42.25606,-83.30089,42.25434,-83.303,0.161,At Ecorse Rd/Exit 200 - Accident.,,I-94 W,R,Taylor,Wayne,MI,48180,US,US/Eastern,KDTW,2017-10-20 14:53:00,71.1,,35.0,30.22,10.0,SSE,6.9,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,42
1226,585455,A-585464,MapQuest,201.0,3,2019-10-14 17:19:27,2019-10-14 18:17:34,39.098049,-84.518349,,,0.0,Left lane blocked due to accident on I-71 Northbound at Elm St.,322.0,W 3rd St,R,Cincinnati,Hamilton,OH,45202-3408,US,US/Eastern,KLUK,2019-10-14 16:53:00,68.0,68.0,30.0,29.54,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,42
107,1969366,A-1969389,MapQuest,201.0,3,2017-12-18 12:05:18,2017-12-18 12:50:00,33.864868,-84.439674,,,0.0,Accident on I-75 Southbound at Exit 256 Mount Paran Rd.,,Mount Paran Rd NW,R,Atlanta,Fulton,GA,30327,US,US/Eastern,KMGE,2017-12-18 11:56:00,53.1,,100.0,30.19,5.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,51
1554,563062,A-563070,MapQuest,201.0,2,2019-12-20 07:45:15,2019-12-20 08:29:58,30.518579,-84.348671,,,0.0,Accident on US-27 Monroe St near Clara Kee Blvd.,4698.0,N Monroe St,L,Tallahassee,Leon,FL,32303-7010,US,US/Eastern,KTLH,2019-12-20 07:53:00,42.0,38.0,62.0,30.31,10.0,ENE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,51
497,2552236,A-2552260,Bing,,2,2019-10-24 16:42:00,2019-10-24 18:14:28,38.301045,-121.317153,38.301045,-121.317153,0.0,At Mingo Rd/Exit 278 - Accident.,,CA-99 N,R,Galt,Sacramento,CA,95632,US,US/Pacific,KSAC,2019-10-24 16:53:00,87.0,87.0,10.0,30.0,10.0,NW,14.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,43
1979,1466585,A-1466601,MapQuest,406.0,3,2018-08-08 05:12:54,2018-08-08 05:41:22,38.288311,-85.64408900000002,,,0.939999997616,Entry ramp to I-71 Northbound at Exits 23A 23B from I-264 Eastbound closed due to accident.,5801.0,Keewood Ct,L,Louisville,Jefferson,KY,40222-6333,US,US/Eastern,KLOU,2018-08-08 04:53:00,75.0,,96.0,29.95,10.0,Calm,,0.03,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,8,32
879,645100,A-645109,MapQuest,241.0,3,2019-11-11 11:44:45,2019-11-11 12:29:12,27.492237,-82.474434,,,0.0,Lane blocked due to accident on I-75 Northbound before Exits 220 220A FL-64.,,E State Road 64,R,Bradenton,Manatee,FL,34208,US,US/Eastern,KSRQ,2019-11-11 11:53:00,83.0,83.0,46.0,30.04,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,46
1083,2645962,A-2645986,Bing,,2,2019-02-14 23:12:35,2019-02-15 03:12:35,44.31273,-121.17153,44.311725,-121.171729,0.07,At US-97-BR/Exit 119 - Accident.,101.0, NE Oneil Way,R,Redmond,Deschutes,OR,97756-9752,US,US/Pacific,KRDM,2019-02-14 22:56:00,30.0,25.2,85.0,29.38,10.0,ESE,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2,7
617,1127503,A-1127517,MapQuest,201.0,3,2019-02-19 06:48:55,2019-02-19 07:17:40,28.690895,-81.388611,,,0.0,Left lane blocked due to accident on I-4 Eastbound at Exit 94 FL-434.,,I-4 E,R,Longwood,Seminole,FL,32750,US,US/Eastern,KSFB,2019-02-19 06:53:00,66.0,,84.0,30.2,10.0,NNE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,2,8
1105,1951524,A-1951547,MapQuest,201.0,3,2017-12-09 13:31:00,2017-12-09 14:15:40,39.29533,-84.48494699999998,,,0.0,Left lane closed due to accident on I-275 Eastbound at Exit 41 OH-4 Springfield Pike.,,I-275 W,R,Cincinnati,Hamilton,OH,45246,US,US/Eastern,KHAO,2017-12-09 13:16:00,28.0,20.0,78.0,29.79,3.0,SW,8.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,49
1359,1570561,A-1570579,MapQuest,201.0,2,2018-06-01 10:49:55,2018-06-01 11:49:43,30.389568,-97.932434,,,0.0,Accident on Lawrence Dr at Kevin Ln.,15298.0,Kevin Ln,R,Austin,Travis,TX,78734-2342,US,US/Central,KRYW,2018-06-01 10:55:00,83.3,,65.0,29.96,10.0,South,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,22
613,2584725,A-2584749,Bing,,2,2019-10-01 07:53:00,2019-10-01 08:45:02,33.931665,-117.55597,33.931721,-117.555967,0.004,At I-15-BL/6th St - Accident.,,I-15 N,R,Norco,Riverside,CA,92860,US,US/Pacific,KAJO,2019-10-01 07:56:00,51.0,51.0,83.0,29.32,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,40
701,1049926,A-1049938,MapQuest,201.0,2,2019-03-13 09:15:57,2019-03-13 10:45:43,35.12965,-80.998611,,,0.0,Accident on Autumn Blaze Dr at Withers Mill Dr.,11599.0,Withers Mill Dr,L,Charlotte,Mecklenburg,NC,28278-7220,US,US/Eastern,KUZA,2019-03-13 08:54:00,42.1,,85.0,30.33,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,11
72,1110714,A-1110728,MapQuest,201.0,2,2019-02-11 11:56:49,2019-02-11 12:26:40,33.898478999999995,-80.142616,,,0.0,Accident on SC-527 Brick Church Rd at Skinner Rd.,352.0,S Brick Church Rd,L,Gable,Sumter,SC,29051-9770,US,US/Eastern,KCKI,2019-02-11 11:55:00,46.4,,93.0,30.2,2.5,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,7
1220,1756010,A-1756033,MapQuest,201.0,3,2018-03-02 06:49:53,2018-03-02 07:19:32,41.22159600000001,-81.62647199999998,,,0.0,Accident on I-77 Northbound at Exit 143 OH-176 Wheatley Rd.,,OH-21 N,R,Richfield,Summit,OH,44286,US,US/Eastern,KCLE,2018-03-02 06:51:00,33.1,22.6,89.0,30.18,5.0,NW,16.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,3,9
1509,1256032,A-1256047,MapQuest,201.0,3,2018-12-31 09:13:15,2018-12-31 09:59:00,38.532715,-90.311852,,,0.0,Right lane blocked due to accident on I-55 Northbound at Exit 199 Reavis Barracks Rd.,,I-55 S,R,Saint Louis,St. Louis County,MO,63123,US,US/Central,KCPS,2018-12-31 08:53:00,42.1,38.4,96.0,29.69,1.5,NNE,5.8,0.27,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,1
1309,1982532,A-1982555,MapQuest,241.0,2,2017-12-23 13:31:43,2017-12-23 14:02:00,33.591751,-117.513161,,,0.0,Lane blocked due to accident on CA-74 Ortega Hwy Westbound at CA-74 Ortega Hwy.,38273.0,Ortega Hwy,L,San Juan Capistrano,Orange,CA,92675,US,US/Pacific,KSNA,2017-12-23 13:53:00,68.0,,17.0,30.13,10.0,Variable,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,51
1144,859014,A-859023,MapQuest,201.0,2,2019-08-15 17:17:56,2019-08-15 18:32:44,35.47879000000001,-97.61895,,,0.0,Accident on 10th St at Macarthur Blvd.,1101.0,N MacArthur Blvd,L,Oklahoma City,Oklahoma,OK,73127-4326,US,US/Central,KPWA,2019-08-15 16:53:00,96.0,96.0,37.0,28.53,10.0,S,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,8,33
481,2557193,A-2557217,Bing,,2,2019-10-28 13:28:09,2019-10-28 17:28:09,45.678,-118.75461,45.67777,-118.75531,0.037000000000000005,At US-30/SE Court Ave (North) - Accident.,512.0, NE Highway 11,R,Pendleton,Umatilla,OR,97801-3410,US,US/Pacific,KPDT,2019-10-28 13:53:00,50.0,50.0,29.0,28.43,10.0,W,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,44
1067,2809891,A-2809915,Bing,,2,2018-01-31 07:53:48,2018-01-31 13:53:48,40.41789,-74.20534,40.43728,-74.25480999999998,2.927,Between RT-36/Exit 117 and Matawan Rd/Exit 120 - Accident. Left lane blocked.,,Garden State Pkwy N,R,Hazlet,Monmouth,NJ,07730,US,US/Eastern,KLDJ,2018-01-31 07:55:00,17.6,7.3,56.0,30.34,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,1,5
506,893958,A-893967,MapQuest,201.0,3,2019-06-19 10:53:27,2019-06-19 11:37:52,33.769234000000004,-84.39053299999998,,,0.0,Accident on I-75 Southbound at North Ave.,,GA-401 S,R,Atlanta,Fulton,GA,30308,US,US/Eastern,KFTY,2019-06-19 10:53:00,80.0,80.0,71.0,29.01,10.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,25
1164,2360861,A-2360885,Bing,,2,2016-12-19 16:57:09,2016-12-19 22:57:09,37.466482,-122.187614,37.466843,-122.188316,0.046,At Lane Pl - Accident.,263.0, Middlefield Rd,L,Atherton,San Mateo,CA,94027-3001,US,US/Pacific,KSQL,2016-12-19 16:50:00,51.8,,50.0,30.34,10.0,Variable,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Day,Day,Day,12,51
788,410951,A-410957,MapQuest,201.0,2,2017-04-13 11:44:47,2017-04-13 12:29:23,28.357529,-81.497284,,,0.01,Accident on FL-535 at FL-536 World Center Dr.,,World Center Dr,R,Orlando,Orange,FL,32821,US,US/Eastern,KMCO,2017-04-13 11:53:00,81.0,,39.0,30.18,10.0,NE,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,4,15
1988,162757,A-162759,MapQuest,201.0,2,2016-11-08 18:17:26,2016-11-08 18:47:19,41.298969,-96.138863,,,0.01,Accident on 144th St at Ames Ave.,14401.0,Ames Ave,L,Omaha,Douglas,NE,68116,US,US/Central,KMLE,2016-11-08 18:15:00,53.1,,51.0,30.43,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Day,11,45
1617,2787604,A-2787628,Bing,,2,2018-04-05 18:08:20,2018-04-06 00:08:20,42.20436,-71.06888000000002,42.2061,-71.06007,0.467,At RT-28/Randolph Ave/Exit 5 - Accident.,,US-1 N,R,Randolph,Norfolk,MA,02368,US,US/Eastern,KMQE,2018-04-05 17:56:00,37.0,25.9,30.0,29.96,,West,23.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,4,14
1473,2960746,A-2960770,Bing,,2,2019-07-25 07:45:15,2019-07-25 08:13:12,37.77702,-122.23641,37.7798,-122.23808,0.213,At 23rd Ave - Accident.,,I-880 N,R,Oakland,Alameda,CA,94601,US,US/Pacific,KOAK,2019-07-25 07:53:00,63.0,63.0,78.0,29.93,8.0,NW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,30
1826,2856723,A-2856747,Bing,,2,2017-11-14 07:54:10,2017-11-14 13:54:10,34.098145,-118.246605,34.093407,-118.241947,0.422,At Stadium Way/Exit 138 - Accident.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90039,US,US/Pacific,KCQT,2017-11-14 07:47:00,57.0,,74.0,30.1,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,46
311,2680014,A-2680038,Bing,,3,2018-12-12 09:32:19,2018-12-12 10:02:10,38.11418,-102.746421,38.114433,-102.757722,0.615,At CR-14 - Accident.,35887.0, US Highway 50,R,Mc Clave,Bent,CO,81057,US,US/Mountain,KLAA,2018-12-12 09:53:00,43.0,,38.0,29.8,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,50
1764,2417055,A-2417079,Bing,,2,2017-03-27 07:35:20,2017-03-27 13:35:20,40.656148,-75.397704,40.66435,-75.38064,1.0590000000000002,At PA-512/Center St - Accident. Open.,,Jacksonville Rd,R,Bethlehem,Northampton,PA,18017,US,US/Eastern,KABE,2017-03-27 07:36:00,39.9,36.7,89.0,30.11,2.0,NNE,4.6,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,13
405,1615910,A-1615930,MapQuest,241.0,3,2018-06-26 10:16:28,2018-06-26 10:44:10,42.8283,-78.791069,,,0.0,Lane blocked due to accident on I-90 Westbound at Exit 55 County Hwy-137 Ridge Rd.,,New York Trwy W,R,Buffalo,Erie,NY,14218,US,US/Eastern,KBUF,2018-06-26 09:54:00,66.9,,47.0,30.23,10.0,SE,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,26
1448,1102788,A-1102801,MapQuest,201.0,2,2019-02-06 07:30:23,2019-02-06 08:00:05,34.030674,-117.602455,,,0.0,Left hand shoulder blocked due to accident on CA-60 Westbound near Exit 38 Archibald Ave.,,CA-60 W,R,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2019-02-06 07:53:00,41.0,,82.0,30.09,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2,6
1713,501340,A-501346,MapQuest,201.0,2,2017-07-19 06:50:59,2017-07-19 07:20:23,41.993412,-88.162704,,,0.0,Accident on US-20 Lake St at Walnut Ave.,2373.0,W Lake St,R,Hanover Park,Cook,IL,60133,US,US/Central,KDPA,2017-07-19 06:52:00,71.1,,93.0,30.07,8.0,West,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,7,29
309,505259,A-505265,MapQuest,201.0,2,2017-07-27 18:30:45,2017-07-27 19:15:31,41.535473,-73.898933,,,0.0,Right hand shoulder blocked due to accident on NY-52 Main St Westbound at US-9.,,Route 9,R,Fishkill,Dutchess,NY,12524,US,US/Eastern,KPOU,2017-07-27 18:53:00,75.9,,74.0,29.86,10.0,WSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,7,30
226,1375098,A-1375114,MapQuest,201.0,2,2018-10-24 04:02:40,2018-10-24 04:32:23,39.308014,-120.763725,,,0.0,Accident on CA-20 both ways at Chalk Bluff Rd.,28400.0,State Highway 20,L,Nevada City,Nevada,CA,95959,US,US/Pacific,KGOO,2018-10-24 04:00:00,55.4,,33.0,30.06,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,10,43
1697,2831193,A-2831217,Bing,,2,2018-01-17 06:36:21,2018-01-17 12:36:21,33.6459,-84.44855,33.64474000000001,-84.44762,0.096,Ramp to Camp Creek Pkwy Northbound - Accident.,,GA-403 N,R,Atlanta,Fulton,GA,30337,US,US/Eastern,KATL,2018-01-17 06:52:00,17.1,4.3,81.0,30.38,10.0,NW,11.5,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,1,3
1187,2805486,A-2805510,Bing,,2,2018-03-21 14:49:02,2018-03-21 20:49:02,40.95378,-73.85300000000002,40.95066,-73.85311999999998,0.21600000000000005,At Tuckahoe Rd - Accident. Right lane blocked.,,Sprain Brook Pkwy S,R,Yonkers,Westchester,NY,10710,US,US/Eastern,KHPN,2018-03-21 14:56:00,30.0,21.1,92.0,29.64,0.5,North,10.4,0.05,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,3,12
1623,1233395,A-1233410,MapQuest,201.0,2,2018-12-16 15:07:05,2018-12-16 15:36:28,40.191212,-74.75016,,,0.0,Left lane blocked due to accident on NJ-29 Northbound at NJ-129 Canal Blvd.,,NJ-29 S,R,Trenton,Mercer,NJ,08610,US,US/Eastern,KTTN,2018-12-16 14:53:00,41.0,34.7,93.0,29.78,3.0,NNE,10.4,0.04,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,50
1211,773221,A-773230,MapQuest,201.0,2,2019-08-29 13:57:46,2019-08-29 14:42:34,40.78677,-73.806648,,,0.0,Accident on Cross Island Pkwy at Francis Lewis Blvd.,,Francis Lewis Blvd,R,Whitestone,Queens,NY,11357,US,US/Eastern,KLGA,2019-08-29 13:51:00,82.0,82.0,37.0,29.86,10.0,NW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,35
1802,787006,A-787015,MapQuest,201.0,2,2019-07-05 17:56:17,2019-07-05 18:41:32,33.37059,-112.066002,,,0.0,Accident on 7th St at South Mountain Ave.,700.0,E South Mountain Ave,L,Phoenix,Maricopa,AZ,85042-7825,US,US/Mountain,KPHX,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,7,27
148,2221714,A-2221738,MapQuest,201.0,3,2017-08-19 09:33:21,2017-08-19 10:01:59,39.974308,-74.901482,,,0.0,Accident on I-295 Northbound after NJ-73.,,I-295 N,R,Mount Laurel,Burlington,NJ,08054,US,US/Eastern,KVAY,2017-08-19 09:54:00,82.0,,69.0,29.88,,NNW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,33
